Image Name,Dart X,Dart Y,Target X,Target Y
46_frame_0_1714407661.797820.png,338.98051948051955,203.91558441558436,267.5519480519481,270.1493506493506
47_frame_0_1714407674.834545.png,213.00649350649357,171.4480519480519,185.73376623376626,215.60389610389603
48_frame_0_1714407687.613239.png,549.37012987013,67.55194805194793,506.5129870129871,75.34415584415575
49_frame_0_1714407702.183830.png,15.603896103896119,11.707792207792068,438.98051948051955,67.55194805194793
4_frame_0_1714406876.106809.png,237.68181818181822,213.00649350649343,348.07142857142867,185.73376623376618
50_frame_0_1714407717.868314.png,298.72077922077926,376.6428571428571,348.07142857142867,385.73376623376623
51_frame_0_1714407732.285922.png,9.110389610389632,11.707792207792068,436.38311688311694,111.70779220779212
52_frame_0_1714407749.825372.png,379.24025974025983,92.22727272727263,435.08441558441575,231.18831168831161
53_frame_0_1714407767.611750.png,405.2142857142858,210.40909090909082,394.82467532467535,61.05844155844147
54_frame_0_1714407782.631896.png,9.110389610389632,11.707792207792068,255.8636363636364,144.1753246753246
55_frame_0_1714407804.236391.png,303.9155844155845,124.6948051948051,557.1623376623378,105.21428571428561
56_frame_0_1714407819.950597.png,197.422077922078,207.81168831168821,119.50000000000003,320.79870129870125
57_frame_0_1714407838.713620.png,393.52597402597405,193.52597402597394,538.9805194805197,206.51298701298697
58_frame_0_1714407851.977404.png,14.305194805194816,13.00649350649337,351.9675324675326,77.94155844155836
59_frame_0_1714407866.505631.png,9.110389610389632,11.707792207792068,363.6558441558442,187.03246753246748
5_frame_0_1714406894.633109.png,353.2662337662339,122.09740259740249,348.07142857142867,187.03246753246748
60_frame_0_1714407882.027884.png,503.9155844155846,188.33116883116878,472.7467532467533,215.60389610389603
61_frame_0_1714407901.728020.png,283.13636363636374,168.8506493506493,348.07142857142867,211.70779220779212
62_frame_0_1714407923.560971.png,253.2662337662338,170.1493506493506,344.17532467532476,216.90259740259734
63_frame_0_1714407951.149817.png,127.29220779220782,279.24025974025966,135.0844155844156,338.98051948051943
64_frame_0_1714407968.997908.png,280.53896103896113,100.01948051948045,363.6558441558442,92.22727272727263
65_frame_0_1714407983.495356.png,9.110389610389632,7.811688311688158,206.51298701298705,185.73376623376618
66_frame_0_1714408000.927318.png,10.40909090909092,14.305194805194674,241.57792207792212,213.00649350649343
67_frame_0_1714408016.823241.png,127.29220779220782,264.9545454545454,363.6558441558442,362.3571428571428
6_frame_0_1714406909.228682.png,162.35714285714292,211.70779220779212,349.37012987013,189.62987012987003
7_frame_0_1714406930.743077.png,514.3051948051949,246.7727272727272,342.87662337662346,190.92857142857133
8_frame_0_1714406945.440802.png,267.5519480519481,119.49999999999989,351.9675324675326,185.73376623376618
9_frame_0_1714406959.130348.png,180.5389610389611,209.11038961038952,346.77272727272737,190.92857142857133
